Nome,Tipo,Slot,Prezzo,Peso,Fonte,Unnamed: 6
05-08,"Tappeto Volante (1,5 m x 1,5 m)",Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,4 kg,Manuale di Gioco
09,Corno dell'Antagonismo,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,2 kg,Guida del Giocatore
10-13,Corno della Distruzione,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,"0,5 kg",Manuale di Gioco
14-17,Pietra Magica (Ellissoide Lavanda Chiaro),Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,"0,5 kg",Manuale di Gioco
18-21,Pietra Magica (Fuso Madreperla),Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,-,Manuale di Gioco
22-24,Campana d'Oro Perfetta del Maestro,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,5 kg,Guida all'Equipaggiamento
25-27,Athame del Necromante,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,1 kg,Guida del Giocatore
28-31,Buco Portatile,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,-,Manuale di Gioco
32-35,Pietra della Buona Fortuna,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,-,Manuale di Gioco
-,Finestra Fluttuante,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,1 kg,Guida alle Razze
-,Sacca del Fabbrica Trappole,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,1 kg,Guida alle Razze
-,Tavola Parlante Magica,Oggetto Medio Superiore Senza Slot,Nessuno,20.000 mo,1 kg,Avventure Occulte
36-37,Statuina delle Meraviglie  (  Capra d'Avorio  ),Oggetto Medio Superiore Senza Slot,Nessuno,21.000 mo,"0,5 kg",Manuale di Gioco
38-40,Corda per Intralciare,Oggetto Medio Superiore Senza Slot,Nessuno,21.000 mo,"2,5 kg",Manuale di Gioco
41-42,Manuale del Golem (Pietra),Oggetto Medio Superiore Senza Slot,Nessuno,22.000 mo,"2,5 kg",Manuale di Gioco
43,Globo del Paradiso,Oggetto Medio Superiore Senza Slot,Nessuno,22.000 mo,"0,5 kg",Guida all'Equipaggiamento
44-45,Zappa dei Titani,Oggetto Medio Superiore Senza Slot,Nessuno,23.348 mo,60 kg,Manuale di Gioco
46-48,Corno Potorio del Valore Illimitato,Oggetto Medio Superiore Senza Slot,Nessuno,24.000 mo,1 kg,Guida all'Equipaggiamento
-,Vaso Canopo,Oggetto Medio Superiore Senza Slot,Nessuno,24.000 mo,1 kg,Avventure Mitiche
49-51,Biglia di Boro (5Â°),Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,-,Guida all'Equipaggiamento
52-53,Smeraldo del Caos,Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,"0,5 kg",Guida all'Equipaggiamento
54-57,Pagina della Conoscenza Magica (5Â°),Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,-,Guida all'Equipaggiamento
58-64,Perla del Potere (5Â°),Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,-,Manuale di Gioco
65-67,Ampolla Preservante (5Â°),Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,-,Guida all'Equipaggiamento
-,Pietra Runica del Potere (3Â°),Oggetto Medio Superiore Senza Slot,Nessuno,25.000 mo,-,Guida alle Classi
68-69,Maglio dei Titani,Oggetto Medio Superiore Senza Slot,Nessuno,25.305 mo,80 kg,Manuale di Gioco
70-73,Fasce Metalliche Leganti,Oggetto Medio Superiore Senza Slot,Nessuno,26.000 mo,"0,5 kg",Manuale di Gioco
74-76,Cubo della Resistenza al Gelo,Oggetto Medio Superiore Senza Slot,Nessuno,27.000 mo,1 kg,Manuale di Gioco
-,Libro degli Scherzi Perfetti,Oggetto Medio Superiore Senza Slot,Nessuno,27.000 mo,"0,5 kg",Avventure Mitiche
77-80,Manuale della Salute +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
81-84,Manuale dell'Esercizio Fisico +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
85-88,Manuale della VelocitÃ di Azione +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
89-92,Tomo del Chiaro Pensiero +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
93-96,Tomo del Comando e dell'Influenza +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
97-100,Tomo della Comprensione +1,Oggetto Medio Superiore Senza Slot,Nessuno,27.500 mo,"2,5 kg",Manuale di Gioco
01-04,Statuina delle Meraviglie  (  Stallone d'Ossidiana  ),Oggetto Maggiore Inferiore Senza Slot,Nessuno,28.500 mo,"0,5 kg",Manuale di Gioco
-,Libro delle Ricette Meravigliose,Oggetto Maggiore Inferiore Senza Slot,Nessuno,28.800 mo,"1,5 kg",Guida alle Razze
05â07,Calderone dei Morti,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,"15,5 Kg",Guida del Giocatore
08-11,Tamburi del Panico,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,5 kg,Manuale di Gioco
12-15,Pietra Magica (Prisma Arancione),Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,-,Manuale di Gioco
16-19,Pietra Magica (Prisma Verde Chiaro),Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,-,Manuale di Gioco
20-23,Lanterna della Rivelazione,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,1 kg,Manuale di Gioco
24-27,Scopa Volante da Corsa,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.000 mo,"1,5 kg",Manuale di Gioco
-,Borsa delle Nubi d'Ombra,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.240 mo,"0,5 kg",Guida alle Razze
-,Lanterna delle Ombre Danzanti,Oggetto Maggiore Inferiore Senza Slot,Nessuno,30.302 mo,1 kg,Guida alle Razze
-,Pietra Runica del Potere (4Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,32.000 mo,-,Guida alle Classi
28-31,Calderone della Resurrezione,Oggetto Maggiore Inferiore Senza Slot,Nessuno,33.000 mo,"17,5 Kg",Guida del Giocatore
-,Specchio Ruba-anima,Oggetto Maggiore Inferiore Senza Slot,Nessuno,33.000 mo,"0,5 kg",Avventure Occulte
32-36,"Tappeto Volante (1,5 m x 3 m)",Oggetto Maggiore Inferiore Senza Slot,Nessuno,35.000 mo,5 kg,Manuale di Gioco
37-38,Manuale del Golem (Ferro),Oggetto Maggiore Inferiore Senza Slot,Nessuno,35.000 mo,"2,5 kg",Manuale di Gioco
-,Campana del Disincanto,Oggetto Maggiore Inferiore Senza Slot,Nessuno,35.000 mo,"0,25 kg",Avventure Mitiche
-,Cornucopia dell'Abbondanza,Oggetto Maggiore Inferiore Senza Slot,Nessuno,35.000 mo,"2,5 kg",Avventure Mitiche
39-40,Biglia di Boro (6Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,-,Guida all'Equipaggiamento
41-44,Pietra Magica (Prisma Viola Vibrante),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,-,Manuale di Gioco
45-48,Globo del Caos Assoluto,Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,"0,5 kg",Guida all'Equipaggiamento
49-50,Pagina della Conoscenza Magica (6Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,-,Guida all'Equipaggiamento
51-58,Perla del Potere (6Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,-,Manuale di Gioco
59-60,Ampolla Preservante (6Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,-,Guida all'Equipaggiamento
-,Bambola Ganji Superiore,Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,"0,25 kg",Avventure Occulte
-,Reticolo Incantato (6Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,36.000 mo,"0,5 kg",Guida alle Classi
61-64,Calderone del Volo,Oggetto Maggiore Inferiore Senza Slot,Nessuno,40.000 mo,50 Kg,Guida del Giocatore
65-66,Feticcio dell'OstilitÃ,Oggetto Maggiore Inferiore Senza Slot,Nessuno,40.000 mo,"0,5 kg",Guida all'Equipaggiamento
67-69,Pietra Magica (Ellissoide Lavanda e Verde),Oggetto Maggiore Inferiore Senza Slot,Nessuno,40.000 mo,-,Manuale di Gioco
70-73,Anelli dei Portali,Oggetto Maggiore Inferiore Senza Slot,Nessuno,40.000 mo,"0,5 kg ciascuno",Manuale di Gioco
74-77,Calderone della Visione,Oggetto Maggiore Inferiore Senza Slot,Nessuno,42.000 mo,"2,5 kg",Guida del Giocatore
78-81,Sfera di Cristallo,Oggetto Maggiore Inferiore Senza Slot,Nessuno,42.000 mo,"3,5 kg",Manuale di Gioco
82-83,Manuale del Golem (Pietra Guardiano),Oggetto Maggiore Inferiore Senza Slot,Nessuno,44.000 mo,"2,5 kg",Manuale di Gioco
84-87,Tamburi della VelocitÃ,Oggetto Maggiore Inferiore Senza Slot,Nessuno,45.000 mo,"2,5 kg",Guida all'Equipaggiamento
-,Stendardo da Battaglia Hobgoblin della Ferrea Risolutezza,Oggetto Maggiore Inferiore Senza Slot,Nessuno,45.000 mo,"1,5 kg",Guida alle Razze
88-91,Collana della Preghiera (Standard),Oggetto Maggiore Inferiore Senza Slot,Nessuno,45.800 mo,"0,25 kg",Manuale di Gioco
92-94,Globo delle Tempeste,Oggetto Maggiore Inferiore Senza Slot,Nessuno,48.000 mo,3 kg,Manuale di Gioco
49-50,Pagina della Conoscenza Magica (7Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,49.000 mo,-,Guida all'Equipaggiamento
51-58,Perla del Potere (7Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,49.000 mo,-,Manuale di Gioco
-,Reticolo Incantato (7Â°),Oggetto Maggiore Inferiore Senza Slot,Nessuno,49.000 mo,"0,5 kg",Guida alle Classi
01-03,Sfera di Cristallo  con  Vedere InvisibilitÃ,Oggetto Maggiore Superiore Senza Slot,Nessuno,50.000 mo,"3,5 kg",Manuale di Gioco
04-05,Corno del Valhalla,Oggetto Maggiore Superiore Senza Slot,Nessuno,50.000 mo,1 kg,Manuale di Gioco
-,Libro dell'Esilio,Oggetto Maggiore Superiore Senza Slot,Nessuno,50.000 mo,"0,5 kg",Avventure Mitiche
-,Pietra Runica del Potere (5Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,50.000 mo,-,Guida alle Classi
-,Stendardo da Battaglia Hobgoblin della Disperazione,Oggetto Maggiore Superiore Senza Slot,Nessuno,50.000 mo,"1,5 kg",Guida alle Razze
06-08,Sfera di Cristallo  con  Individuazione dei Pensieri,Oggetto Maggiore Superiore Senza Slot,Nessuno,51.000 mo,"3,5 kg",Manuale di Gioco
09,Ultime Foglie della Driade Autunnale,Oggetto Maggiore Superiore Senza Slot,Nessuno,52.000 mo,-,Guida all'Equipaggiamento
10-11,Fortezza Istantanea,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"0,5 kg",Manuale di Gioco
12-15,Manuale della Salute +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
16-19,Manuale dell'Esercizio Fisico +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
20-23,Manuale della VelocitÃ di Azione +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
24-27,Tomo del Chiaro Pensiero +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
28-31,Tomo del Comando e dell'Influenza +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
32-35,Tomo della Comprensione +2,Oggetto Maggiore Superiore Senza Slot,Nessuno,55.000 mo,"2,5 kg",Manuale di Gioco
36,Stendardo del Signore (Terrore),Oggetto Maggiore Superiore Senza Slot,Nessuno,56.000 mo,"1,5 kg",Guida del Giocatore
37,Tappeto Volante (3 m x 3 m),Oggetto Maggiore Superiore Senza Slot,Nessuno,60.000 mo,"7,5 kg",Manuale di Gioco
38-39,Teschioscuro,Oggetto Maggiore Superiore Senza Slot,Nessuno,60.000 mo,"2,5 kg",Manuale di Gioco
40,Globo della Legge Pura,Oggetto Maggiore Superiore Senza Slot,Nessuno,60.000 mo,"0,5 kg",Guida all'Equipaggiamento
-,Statuina delle Meraviglie  (  Drago di Basalto  ),Oggetto Maggiore Superiore Senza Slot,Nessuno,60.000 mo,"0,5 kg",Avventure Mitiche
-,Stendardo da Battaglia Hobgoblin della Ferocia,Oggetto Maggiore Superiore Senza Slot,Nessuno,60.000 mo,"1,5 kg",Guida alle Razze
41,Cubo di Forza,Oggetto Maggiore Superiore Senza Slot,Nessuno,62.000 mo,"0,25 kg",Manuale di Gioco
42-43,Pagina della Conoscenza Magica (8Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,64.000 mo,-,Guida all'Equipaggiamento
44-49,Perla del Potere (8Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,64.000 mo,-,Manuale di Gioco
-,Reticolo Incantato (8Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,64.000 mo,"0,5 kg",Guida alle Classi
-,Lira delle Tempeste,Oggetto Maggiore Superiore Senza Slot,Nessuno,65.000 mo,"2,5 kg",Avventure Mitiche
50,Sfera di Cristallo con Telepatia,Oggetto Maggiore Superiore Senza Slot,Nessuno,70.000 mo,"3,5 kg",Manuale di Gioco
51,Corno della Distruzione (Superiore),Oggetto Maggiore Superiore Senza Slot,Nessuno,70.000 mo,"0,5 kg",Manuale di Gioco
52-54,Perla del Potere (due incantesimi),Oggetto Maggiore Superiore Senza Slot,Nessuno,70.000 mo,-,Manuale di Gioco
-,Pietra Runica del Potere (6Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,72.000 mo,-,Guida alle Classi
55,Gemma della Visione,Oggetto Maggiore Superiore Senza Slot,Nessuno,75.000 mo,-,Manuale di Gioco
56,Stendardo del Signore (Vittoria),Oggetto Maggiore Superiore Senza Slot,Nessuno,75.000 mo,"1,5 kg",Guida del Giocatore
57,Sfera di Cristallo  con  Visione del Vero,Oggetto Maggiore Superiore Senza Slot,Nessuno,80.000 mo,"3,5 kg",Manuale di Gioco
-,Globo Oculare,Oggetto Maggiore Superiore Senza Slot,Nessuno,80.000 mo,"0,5 kg",Avventure Mitiche
-,Slitta Volante,Oggetto Maggiore Superiore Senza Slot,Nessuno,80.000 mo,50 kg,Avventure Occulte
58-59,Pagina della Conoscenza Magica (9Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,81.000 mo,-,Guida all'Equipaggiamento
60-62,Perla del Potere (9Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,81.000 mo,-,Manuale di Gioco
-,Reticolo Incantato (9Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,81.000 mo,"0,5 kg",Guida alle Classi
63,Pozzo dei Mondi,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.000 mo,-,Manuale di Gioco
64-65,Manuale della Salute +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
66-67,Manuale dell'Esercizio Fisico +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
68-69,Manuale della VelocitÃ di Azione +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
70-71,Tomo del Chiaro Pensiero +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
72-73,Tomo del Comando e dell'Influenza +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
74-75,Tomo della Comprensione +3,Oggetto Maggiore Superiore Senza Slot,Nessuno,82.500 mo,"2,5 kg",Manuale di Gioco
-,Trovapreda,Oggetto Maggiore Superiore Senza Slot,Nessuno,85.000 mo,2 kg,Guida alle Classi
76,Apparato del Granchio,Oggetto Maggiore Superiore Senza Slot,Nessuno,90.000 mo,250 kg,Manuale di Gioco
77,Catino dell'Evocazione Elementale dell'Acqua,Oggetto Maggiore Superiore Senza Slot,Nessuno,90.000 mo,"1,5 kg",Guida all'Equipaggiamento
78,Braciere dell'Evocazione Elementale del Fuoco,Oggetto Maggiore Superiore Senza Slot,Nessuno,90.000 mo,"2,5 kg",Guida all'Equipaggiamento
79,Incensiere dell'Evocazione Elementale dell'Aria,Oggetto Maggiore Superiore Senza Slot,Nessuno,90.000 mo,"0,5 kg",Guida all'Equipaggiamento
80,Pietra dell'Evocazione Elementale della Terra,Oggetto Maggiore Superiore Senza Slot,Nessuno,90.000 mo,"2,5 kg",Guida all'Equipaggiamento
-,Testa Rimpicciolita,Oggetto Maggiore Superiore Senza Slot,Nessuno o Collo,90.000 mo,"0,5 kg",Avventure Occulte
81,Specchio dell'Antagonismo,Oggetto Maggiore Superiore Senza Slot,Nessuno,92.000 mo,"22,5 Kg",Manuale di Gioco
82,Collana della Preghiera (Superiore),Oggetto Maggiore Superiore Senza Slot,Nessuno,95.800 mo,"0,25 kg",Manuale di Gioco
-,Pietra Runica del Potere (7Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,98.000 mo,-,Guida alle Classi
83,Stendardo del Signore (Crociate),Oggetto Maggiore Superiore Senza Slot,Nessuno,100.000 mo,"1,5 kg",Guida del Giocatore
84,Manuale della Salute +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
85,Manuale dell'Esercizio Fisico +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
86,Manuale della VelocitÃ di Azione +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
87,Tomo del Chiaro Pensiero +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
88,Tomo del Comando e dell'Influenza +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
89,Tomo della Comprensione +4,Oggetto Maggiore Superiore Senza Slot,Nessuno,110.000 mo,"2,5 kg",Manuale di Gioco
-,Pietra Runica del Potere (8Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,128.000 mo,-,Guida alle Classi
90,Manuale della Salute +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
91,Manuale dell'Esercizio Fisico +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
92,Manuale della VelocitÃ di Azione +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
93,Tomo del Chiaro Pensiero +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
94,Tomo del Comando e dell'Influenza +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
95,Tomo della Comprensione +5,Oggetto Maggiore Superiore Senza Slot,Nessuno,137.500 mo,"2,5 kg",Manuale di Gioco
96,Ampolla dell'Efreeti,Oggetto Maggiore Superiore Senza Slot,Nessuno,145.000 mo,"0,5 kg",Manuale di Gioco
97,Cubo dei Portali,Oggetto Maggiore Superiore Senza Slot,Nessuno,164.000 mo,1 kg,Manuale di Gioco
-,Pietra Runica del Potere (9Â°),Oggetto Maggiore Superiore Senza Slot,Nessuno,162.000 mo,-,Guida alle Classi
98,Ampolla di Ferro,Oggetto Maggiore Superiore Senza Slot,Nessuno,170.000 mo,"0,5 kg",Manuale di Gioco
99,Specchio della Prodezza Mentale,Oggetto Maggiore Superiore Senza Slot,Nessuno,175.000 mo,20 Kg,Guida all'Equipaggiamento
-,Schifo Volante,Oggetto Maggiore Superiore Senza Slot,Nessuno,180.000 mo,1.250 kg,Avventure Occulte
100,Specchio Imprigionante,Oggetto Maggiore Superiore Senza Slot,Nessuno,200.000 mo,25 Kg,Manuale di Gioco
Meraviglia,Armatura Completa dell'Armageddon,Oggetto Scalare,Armatura,2.650 mo,25 kg,Pathfinder Rivisitato
Eccellenza,Armatura della Schiera Celestiale,Oggetto Scalare,Armatura,6.900 mo,10 kg,Pathfinder Rivisitato
Eccellenza,Scudo del Drago,Oggetto Scalare,Scudo,28.557 mo,5 kg,Pathfinder Rivisitato
Chincaglieria,Freccia Reperto,Oggetto Scalare,Nessuno,305 mo,1/50 kg,Pathfinder Rivisitato
Meraviglia,Lama Assetata,Oggetto Scalare,Nessuno,4.800 mo,1 kg,Pathfinder Rivisitato
Eccellenza,Lancia del Mastro Cacciatore,Oggetto Scalare,Nessuno,2.650 mo,3 kg,Pathfinder Rivisitato
Eccellenza,Mazza Multimetallo,Oggetto Scalare,Nessuno,2.650 mo,2 kg,Pathfinder Rivisitato
Meraviglia,Vendicatrice Consacrata,Oggetto Scalare,Nessuno,4.800 mo,2 kg,Pathfinder Rivisitato
Eccellenza,Anello del Draco (Foresta),Oggetto Scalare,Anello,6.000 mo,-,Pathfinder Rivisitato
Eccellenza,Anello del Draco (Fiamma),Oggetto Scalare,Anello,6.000 mo,-,Pathfinder Rivisitato
Eccellenza,Anello del Draco (Ghiaccio),Oggetto Scalare,Anello,6.000 mo,-,Pathfinder Rivisitato
Eccellenza,Anello del Draco (Mare),Oggetto Scalare,Anello,6.000 mo,-,Pathfinder Rivisitato
Eccellenza,Anello del Mistificatore,Oggetto Scalare,Anello,1.080 mo,-,Pathfinder Rivisitato
Meraviglia,Anello del Signore della Terra,Oggetto Scalare,Anello,4.800 mo,-,Pathfinder Rivisitato
Eccellenza,Anello del Quintuplo del Fuoco,Oggetto Scalare,Anello,10.800 mo,-,Pathfinder Rivisitato
Chincaglieria,Verga Mimetica,Oggetto Scalare,Nessuno,1.350 mo,1 kg,Pathfinder Rivisitato
Meraviglia,Verga del Signore dei Morti,Oggetto Scalare,Nessuno,16.005 mo,2 kg,Pathfinder Rivisitato
Eccellenza,Bastone dei Percorsi,Oggetto Scalare,Nessuno,8.000 mo,"0,5 kg",Pathfinder Rivisitato
Meraviglia,Bastone del Signore della Pira,Oggetto Scalare,Nessuno,8.800 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Alambicco dei Copiosi Veleni,Oggetto Scalare,Nessuno,3.600 mo,"0,5 kg",Pathfinder Rivisitato
Chincaglieria,Ampolla del Rimescolamento,Oggetto Scalare,Nessuno,2.650 mo,-,Pathfinder Rivisitato
Chincaglieria,Borsa Conservante Senza Limiti,Oggetto Scalare,Nessuno,3.100 mo,"7,5 kg",Pathfinder Rivisitato
Chincaglieria,Borsa della Polvere di Pixie,Oggetto Scalare,Nessuno,15 mo,"0,5 kg",Pathfinder Rivisitato
Chincaglieria,Braccialetti del Tocco Fatato,Oggetto Scalare,Polsi,480 mo,-,Pathfinder Rivisitato
Eccellenza,Bracciali della Forza,Oggetto Scalare,Polsi,5.950 mo,1 kg,Pathfinder Rivisitato
Eccellenza,Collana dell'Inferno,Oggetto Scalare,Collo,9.300 mo,-,Pathfinder Rivisitato
Eccellenza,Corda della Grazia Ultraterrena,Oggetto Scalare,Cintura,5.000 mo,"0,5 kg",Pathfinder Rivisitato
Meraviglia,Cuore dell'Albero Antico,Oggetto Scalare,Collo,14.000 mo,-,Pathfinder Rivisitato
Chincaglieria,Fascia Fruttifera,Oggetto Scalare,Cintura,710 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Gorgiera Gloriosa,Oggetto Scalare,Collo,5.000 mo,1 kg,Pathfinder Rivisitato
Eccellenza,Guanti Galvanici,Oggetto Scalare,Mani,1.882 mo,1 kg,Pathfinder Rivisitato
Eccellenza,Guanti del Mastro di Forgia,Oggetto Scalare,Mani,3.750 mo,2 kg,Pathfinder Rivisitato
Eccellenza,Guanti Modella Nubi,Oggetto Scalare,Mani,5.400 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Mantello Aracneo,Oggetto Scalare,Spalle,900 mo,"0,5 kg",Pathfinder Rivisitato
Chincaglieria,Mantello dello Spirito Elfico,Oggetto Scalare,Spalle,5.400 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Mantello del Pipistrello,Oggetto Scalare,Spalle,900 mo,"0,5 kg",Pathfinder Rivisitato
Chincaglieria,Marchio del Teschio Ghignante,Oggetto Scalare,Fronte,2.000 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Maschera dei Ricordi Folli,Oggetto Scalare,Fronte,2.500 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Occhiali della Visione dei Pensieri,Oggetto Scalare,Occhi,3.600 mo,-,Pathfinder Rivisitato
Eccellenza,Pendente Lanterna,Oggetto Scalare,Collo,1.000 mo,-,Pathfinder Rivisitato
Eccellenza,Perla della Potenza,Oggetto Scalare,Nessuno,1.575 mo,-,Pathfinder Rivisitato
Chincaglieria,Piuma Incantata Eterna,Oggetto Scalare,Nessuno,2.650 mo,-,Pathfinder Rivisitato
Eccellenza,Rosario delle Molte Preghiere,Oggetto Scalare,Nessuno,900 mo,"0,25 kg",Pathfinder Rivisitato
Eccellenza,Sella Eroica,Oggetto Scalare,Nessuno,6.000 mo,20 kg,Pathfinder Rivisitato
Eccellenza,Stella della Visione,Oggetto Scalare,Occhi,14.400 mo,-,Pathfinder Rivisitato
Chincaglieria,Stivali della Prontezza,Oggetto Scalare,Piedi,2.650 mo,"0,5 kg",Pathfinder Rivisitato
Chincaglieria,Stivali dello Spirito Elfico,Oggetto Scalare,Piedi,3.100 mo,"0,5 kg",Pathfinder Rivisitato
Meraviglia,Stivali Brutali,Oggetto Scalare,Piedi,5.814 mo,3 kg,Pathfinder Rivisitato
Eccellenza,Stracci Sudici,Oggetto Scalare,Corpo,5.000 mo,3 kg,Pathfinder Rivisitato
Chincaglieria,Telescopio dell'Astrologo,Oggetto Scalare,Nessuno,1.250 mo,"0,5 kg",Pathfinder Rivisitato
Meraviglia,Tiara di Cristallo,Oggetto Scalare,Testa,1.000 mo,-,Pathfinder Rivisitato
Meraviglia,Veste del Drago,Oggetto Scalare,Corpo,38.000 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Veste della Conservazione Arcana,Oggetto Scalare,Torace,8.000 mo,"0,5 kg",Pathfinder Rivisitato
Meraviglia,Veste della Regina Fatata,Oggetto Scalare,Corpo,4.800 mo,"0,5 kg",Pathfinder Rivisitato
Eccellenza,Veste di Foglie Dorate,Oggetto Scalare,Torace,2.400 mo,2 kg,Pathfinder Rivisitato
